D_id,G_id,paper
MESH:D003398,93986,1
MESH:D003398,23677,1
MESH:D003398,26952,1
MESH:D003398,2822,1
MESH:D003398,5580,1
MESH:D003398,5806,1
MESH:D003398,1385,1
MESH:D003398,3727,1
MESH:D003398,9261,1
MESH:D003398,7128,1
MESH:D003398,1843,1
MESH:D003398,7538,1
MESH:D003398,5743,1
MESH:D003398,5606,1
MESH:D003398,3929,1
MESH:D003398,57688,1
MESH:D003398,966,1
MESH:D003398,23096,1
MESH:D003398,2776,1
MESH:D003398,5500,1
MESH:D003398,3146,1
MESH:D003398,54106,1
MESH:D003398,10673,1
MESH:D003398,1950,1
MESH:D003398,293,1
MESH:D003398,56001,1
MESH:D003398,266743,1
MESH:D003398,57532,1
MESH:D003398,4986,1
MESH:D003398,7443,1
MESH:D003398,5358,1
MESH:D003398,5673,1
MESH:D003398,221830,1
MESH:D003398,7456,1
MESH:D003398,220296,1
MESH:D003398,7037,1
MESH:D003398,55788,1
MESH:D003398,11168,1
MESH:D003398,5604,1
MESH:D003398,9901,1
MESH:D003398,7991,1
MESH:D003398,29943,1
MESH:D003398,4162,1
MESH:D003398,1760,1
MESH:D003398,4824,1
MESH:D003398,5165,1
MESH:D003398,9468,1
MESH:D003398,7543,1
MESH:D003398,3888,1
MESH:D003398,367,1
MESH:D003398,865,1
MESH:D003398,30835,1
MESH:D003398,64778,1
MESH:D003398,11278,1
MESH:D003398,30844,1
MESH:D003398,30845,1
MESH:D003398,246744,1
MESH:D003398,8924,1
MESH:D003398,8120,1
MESH:D003398,868,1
MESH:D003398,214,1
MESH:D003398,1555,1
MESH:D003398,842,1
MESH:D003398,10060,1
MESH:D003398,8538,1
MESH:D003398,56975,1
MESH:D003398,2162,1
MESH:D003398,9842,1
MESH:D003398,140738,1
MESH:D003398,4023,1
MESH:D003398,7020,1
MESH:D003398,64100,1
MESH:D003398,1026,1
MESH:D003398,6929,1
MESH:D003398,1528,1
MESH:D003398,83985,1
MESH:D003398,6891,1
MESH:D003398,1793,1
MESH:D003398,2002,1
MESH:D003398,7306,1
MESH:D003398,554,1
MESH:D003398,100,1
MESH:D003398,9213,1
MESH:D003398,4052,1
MESH:D003398,10101,1
MESH:D003398,1801,1
MESH:D003398,5817,1
MESH:D003398,5818,1
MESH:D003398,7200,1
MESH:D003398,6932,1
MESH:D003398,341640,1
MESH:D003398,23426,1
MESH:D003398,80144,1
MESH:D003398,1594,1
MESH:D003398,3955,1
MESH:D003398,80727,1
MESH:D003398,2768,1
MESH:D003398,55501,1
MESH:D003398,155185,1
MESH:D003398,221927,1
MESH:D003398,4490,1
MESH:D003398,5304,1
MESH:D003398,3425,1
MESH:D003398,165,1
MESH:D003398,2331,1
MESH:D003398,4958,1
MESH:D003398,1291,1
MESH:D003398,9968,1
MESH:D003398,2023,1
MESH:D003398,6098,1
MESH:D003398,6383,1
MESH:D003398,10312,1
MESH:D003398,55209,1
MESH:D003398,7167,1
MESH:D003398,5550,1
MESH:D003398,2395,1
MESH:D003398,90993,1
MESH:D003398,387,1
MESH:D003398,4214,1
MESH:D003398,2026,1
MESH:D003398,221981,1
MESH:D003398,5585,1
MESH:D003398,10212,1
MESH:D003398,22859,1
MESH:D003398,10755,1
MESH:D003398,4646,1
MESH:D003398,2354,1
MESH:D003398,4088,1
MESH:D003398,353174,1
MESH:D003398,23023,1
MESH:D003398,1009,1
MESH:D003398,8516,1
MESH:D003398,119587,1
MESH:D003398,3371,1
MESH:D003398,2487,1
MESH:D003398,1301,1
MESH:D003398,6632,1
MESH:D003398,6662,1
MESH:D003398,7092,1
MESH:D003398,595,1
MESH:D003398,23705,1
MESH:D003398,81608,1
MESH:D003398,3960,1
MESH:D003398,3198,1
MESH:D003398,1948,1
MESH:D003398,1604,1
MESH:D003398,2617,1
MESH:D003398,1687,1
MESH:D003398,374654,1
MESH:D003398,147923,1
MESH:D003398,581,1
MESH:D003398,841,1
MESH:D003398,596,1
MESH:D003398,23161,1
MESH:D003398,51409,1
MESH:D003398,221823,1
MESH:D003398,1795,1
MESH:D003398,51161,1
MESH:D003398,7867,1
MESH:D003398,1154,1
MESH:D003398,9254,1
MESH:D003398,4624,1
MESH:D003398,80254,1
MESH:D003398,1021,1
MESH:D003398,1911,1
MESH:D003398,284403,1
MESH:D003398,5932,1
MESH:D003398,84126,1
MESH:D003398,55755,1
MESH:D003398,51199,1
MESH:D003398,55835,1
MESH:D003398,57082,1
MESH:D003398,22995,1
MESH:D003398,5803,1
MESH:D003398,5918,1
MESH:D003398,1667,1
MESH:D003398,51176,1
MESH:D003398,23314,1
MESH:D003398,27122,1
MESH:D003398,7029,1
MESH:D003398,4297,1
MESH:D003398,6441,1
MESH:D003398,3481,1
MESH:D003398,1282,1
MESH:D003398,1634,1
MESH:D003398,3251,1
MESH:D003398,56655,1
MESH:D003398,3815,1
MESH:D003398,10293,1
MESH:D003398,79585,1
MESH:D003398,9723,1
MESH:D003398,8647,1
MESH:D003398,26175,1
MESH:D003398,158,1
MESH:D003398,84909,1
MESH:D003398,9839,1
MESH:D003398,6770,1
MESH:D003398,27255,1
MESH:D003398,6678,1
MESH:D003398,79650,1
MESH:D003398,3934,1
MESH:D003398,56995,1
MESH:D003398,6496,1
MESH:D003398,7050,1
MESH:D003398,6700,1
MESH:D003398,51727,1
MESH:D003398,5000,1
MESH:D003398,81620,1
MESH:D003398,23594,1
MESH:D003398,990,1
MESH:D003398,2160,1
MESH:D003398,5345,1
MESH:D003398,2132,1
MESH:D003398,5080,1
MESH:D003398,5048,1
MESH:D003398,1761,1
MESH:D003398,50838,1
MESH:D003398,259295,1
MESH:D003398,5307,1
MESH:D003398,3423,1
MESH:D003398,4087,1
MESH:D003398,7049,1
MESH:D003398,4322,1
MESH:D003398,2885,1
MESH:D003398,5296,1
MESH:D003398,112476,1
MESH:D003398,864,1
MESH:D003398,861,1
MESH:D003398,491,1
MESH:D003398,53405,1
MESH:D003398,8464,1
MESH:D003398,51534,1
MESH:D003398,5076,1
MESH:D003398,57733,1
MESH:D003398,672,1
MESH:D003398,4591,1
MESH:D003398,5294,1
MESH:D003398,3730,1
MESH:D003398,2120,1
MESH:D003398,1628,1
MESH:D003398,64220,1
MESH:D003398,5947,1
MESH:D003398,551,1
MESH:D003398,8864,1
MESH:D003398,5775,1
MESH:D003398,308,1
MESH:D003398,1748,1
MESH:D003398,8022,1
MESH:D003398,7849,1
MESH:D003398,5626,1
MESH:D003398,8458,1
MESH:D003398,5449,1
MESH:D003398,7270,1
MESH:D003398,7378,1
MESH:D003398,1638,1
MESH:D003398,10085,1
MESH:C537734,4613,23
MESH:C537734,9073,1
MESH:C537734,6949,4
MESH:C537734,3627,1
MESH:C537734,23049,3
MESH:C537734,9343,3
MESH:C537734,55777,2
MESH:C537734,4609,2
MESH:C537734,79983,2
MESH:C537734,10084,2
MESH:C537734,1280,1
MESH:C537734,2262,4
MESH:C537734,2316,2
MESH:C537734,23545,2
MESH:C537734,6657,2
MESH:C537734,182,2
MESH:C537734,1653,2
MESH:C537734,51594,2
MESH:C537734,2688,3
MESH:C537734,7204,1
MESH:C537734,7040,1
MESH:C537734,6281,1
MESH:C537734,8838,1
MESH:C537734,89910,1
MESH:C537734,2703,1
MESH:C537734,7546,1
MESH:C537734,2737,1
MESH:C537734,55636,1
MESH:C537734,6299,1
MESH:C537734,894,1
MESH:C537734,79834,1
MESH:C537734,151354,1
MESH:C537734,3192,2
MESH:C537734,668,2
MESH:C537734,4621,2
MESH:C537734,5077,2
MESH:C537734,3303,1
MESH:C537734,3162,1
MESH:C537734,4088,1
MESH:C537734,6622,1
MESH:C537734,4087,1
MESH:C537734,4089,1
MESH:C537734,4780,1
MESH:C537734,58508,1
MESH:C537734,4851,1
MESH:C537734,168391,1
MESH:C537734,63917,1
MESH:C537734,3110,1
MESH:C537734,7516,1
MESH:C537734,57180,1
MESH:C537734,6469,1
MESH:C537734,3845,1
MESH:C537734,4763,1
MESH:C537734,4923,1
MESH:C537734,8260,1
MESH:C537734,11128,1
MESH:C537734,55703,1
MESH:C537734,2033,1
MESH:C537734,1387,1
MESH:C537734,11011,1
MESH:C537734,8621,1
MESH:C537734,8812,1
MESH:C537734,5831,1
MESH:C537734,10075,1
MESH:C537734,653820,1
MESH:C537734,22827,1
MESH:C537734,26229,1
MESH:C537734,6770,1
MESH:C537734,7450,1
MESH:C537734,23556,1
MESH:C537734,55605,1
MESH:C537734,26235,1
MESH:C537734,6317,1
MESH:C537734,241,1
MESH:C537734,7136,1
MESH:C537734,7140,1
MESH:C537734,1604,1
MESH:C537734,347734,1
MESH:C537734,10592,1
MESH:C537734,3479,1
MESH:C537734,2043,1
MESH:C537734,9987,1
MESH:C537734,153020,1
MESH:C537734,3184,1
MESH:C537734,5593,1
MESH:C537734,58478,1
MESH:C537734,29113,1
MESH:C537734,5741,1
MESH:C537734,920,1
MESH:C537734,925,1
MESH:C537734,27255,1
MESH:C537734,10752,1
MESH:C537734,9475,1
MESH:C537734,57619,1
MESH:C537734,8085,1
MESH:C537734,3630,1
MESH:C537734,54901,1
MESH:C537734,93587,1
MESH:C537734,9757,1
MESH:C537734,9369,1
MESH:C537734,7169,1
MESH:C537734,57167,1
MESH:C537734,6910,1
MESH:C537734,4488,1
MESH:C537734,2264,1
MESH:C537734,1030,1
MESH:C537734,7337,1
MESH:C537734,10902,1
MESH:C537734,649,1
MESH:C537734,64220,1
MESH:C537734,594855,1
MESH:C537734,1445,1
MESH:C537734,1583,1
MESH:C537734,8482,1
MESH:C537734,10620,1
MESH:C537734,25942,1
MESH:C537734,867,1
MESH:C537734,1421,1
MESH:C537734,6591,1
MESH:C537734,4286,1
MESH:C537734,1908,1
MESH:C537734,6663,1
MESH:C537734,1910,1
MESH:C537734,4000,1
MESH:C537734,537,1
MESH:C537734,4920,1
MESH:C537734,6850,1
MESH:C537734,5727,1
MESH:C537734,27130,1
MESH:C537734,8241,1
MESH:C537734,445347,1
MESH:C537734,834,1
MESH:C537734,1508,1
MESH:C537734,3553,1
MESH:C537734,2261,1
MESH:C537734,2678,1
MESH:C537734,55997,1
MESH:C537734,1287,1
MESH:C537734,2775,1
MESH:C537734,5172,1
MESH:C537734,10082,1
MESH:C537734,25836,1
MESH:C537734,261726,1
MESH:C537734,7456,1
MESH:C537734,5611,1
MESH:C537734,8428,1
MESH:C537734,23348,1
MESH:C537734,5911,1
MESH:C537734,3843,1
MESH:C537734,10150,1
MESH:C537734,3759,1
MESH:C537734,220972,1
MESH:C537734,595,1
MESH:C537734,6647,1
MESH:C537734,23522,1
MESH:C537734,80169,1
MESH:D012415,1387,191
MESH:D012415,2033,79
MESH:D012415,4204,16
MESH:D012415,9734,7
MESH:D012415,6469,3
MESH:D012415,1385,7
MESH:D012415,10847,4
MESH:D012415,10131,5
MESH:D012415,4763,5
MESH:D012415,5973,2
MESH:D012415,4297,5
MESH:D012415,7403,3
MESH:D012415,1773,3
MESH:D012415,25836,3
MESH:D012415,7291,1
MESH:D012415,8289,2
MESH:D012415,7157,5
MESH:D012415,115,3
MESH:D012415,8243,3
MESH:D012415,57492,3
MESH:D012415,1523,1
MESH:D012415,8085,2
MESH:D012415,55869,2
MESH:D012415,5885,2
MESH:D012415,9126,2
MESH:D012415,3298,1
MESH:D012415,23741,1
MESH:D012415,5328,1
MESH:D012415,6999,1
MESH:D012415,84464,1
MESH:D012415,6598,1
MESH:D012415,6605,1
MESH:D012415,4221,1
MESH:D012415,51633,1
MESH:D012415,2200,1
MESH:D012415,9839,1
MESH:D012415,6595,1
MESH:D012415,29123,1
MESH:D012415,2146,1
MESH:D012415,55997,1
MESH:D012415,8573,1
MESH:D012415,6792,1
MESH:D012415,2290,1
MESH:D012415,10479,1
MESH:D012415,6925,1
MESH:D012415,10300,1
MESH:D012415,51430,1
MESH:D012415,11337,1
MESH:D012415,5141,1
MESH:D012415,546,1
MESH:D012415,7204,2
MESH:D012415,3091,2
MESH:D012415,860,2
MESH:D012415,4609,2
MESH:D012415,5727,2
MESH:D012415,4899,1
MESH:D012415,26053,1
MESH:D012415,1000,1
MESH:D012415,1006,1
MESH:D012415,1002,1
MESH:D012415,999,1
MESH:D012415,57526,1
MESH:D012415,79719,1
MESH:D012415,4133,1
MESH:D012415,5340,1
MESH:D012415,406,1
MESH:D012415,2091,1
MESH:D012415,4234,1
MESH:D012415,51602,1
MESH:D012415,3187,1
MESH:D012415,8607,1
MESH:D012415,57794,1
MESH:D012415,55110,1
MESH:D012415,55349,1
MESH:D012415,6688,1
MESH:D012415,2670,1
MESH:D012415,171023,1
MESH:D012415,22803,1
MESH:D012415,64132,1
MESH:D012415,5332,1
MESH:D012415,23049,1
MESH:D012415,4771,1
MESH:D012415,3371,1
MESH:D012415,3483,1
MESH:D012415,3630,1
MESH:D012415,7038,1
MESH:D012415,4683,1
MESH:D012415,3014,1
MESH:D012415,472,1
MESH:D012415,10524,1
MESH:D012415,5423,1
MESH:D012415,5111,1
MESH:D012415,4968,1
MESH:D012415,100131187,1
MESH:D012415,55582,1
MESH:D012415,4036,1
MESH:D012415,374654,1
MESH:D012415,7549,1
MESH:D012415,7551,1
MESH:D012415,930,1
MESH:D012415,1956,1
MESH:D012415,2353,1
MESH:D012415,5970,1
MESH:D012415,3725,1
MESH:D012415,596,1
MESH:D012415,4790,1
MESH:D012415,367,1
MESH:D012415,79683,1
MESH:D012415,6345,1
MESH:D012415,655,1
MESH:D012415,7124,1
MESH:D012415,4088,1
MESH:D012415,7039,1
MESH:D012415,3458,1
MESH:D012415,3479,1
MESH:D012415,1499,1
MESH:D012415,6872,1
MESH:D012415,92292,1
MESH:D012415,23476,1
MESH:D012415,51780,1
MESH:D012415,23405,1
MESH:D012415,7297,1
MESH:D012415,347527,1
MESH:D012415,7994,1
MESH:D012415,5080,1
MESH:D012415,55636,1
MESH:D012415,51684,1
MESH:D012415,150468,1
MESH:D012415,441476,1
MESH:D012415,174,1
MESH:D012415,6597,1
MESH:D012415,5310,1
MESH:D012415,5311,1
MESH:D012415,27232,1
MESH:D012415,1789,1
MESH:D012415,4210,1
MESH:D012415,1080,1
MESH:D012415,5163,1
MESH:D012415,6608,1
MESH:D012415,2735,1
MESH:D012415,627,1
MESH:D012415,3040,1
MESH:D012415,6755,1
MESH:D012415,3159,1
MESH:D012415,53335,1
MESH:D012415,2903,1
MESH:C566815,7021,7
MESH:C566815,11331,2
MESH:C566815,650,1
MESH:C566815,652,1
MESH:C566815,23054,1
MESH:C566815,7020,2
MESH:C566815,2028,2
MESH:C566815,9970,1
MESH:C566815,10100,1
MESH:C566815,10370,1
MESH:C566815,2033,1
MESH:C566815,7852,1
MESH:C566815,920,1
MESH:C566815,3700,1
MESH:C566815,1482,1
MESH:C566815,6910,1
MESH:C566815,2121,1
MESH:C562538,2697,17
MESH:C562538,2702,5
MESH:C562538,6628,5
MESH:C562538,948,1
MESH:C562538,57369,6
MESH:C562538,207,2
MESH:C562538,7008,2
MESH:C562538,220296,1
MESH:C562538,10907,1
MESH:C562538,1828,1
MESH:C562538,11235,1
MESH:C562538,286827,1
MESH:C562538,10927,1
MESH:C562538,83881,1
MESH:C562538,137872,1
MESH:C562538,183,1
MESH:C562538,1832,1
MESH:C562538,5956,1
MESH:C562538,10262,1
MESH:C562538,7442,1
MESH:C562538,9382,1
MESH:C562538,64399,1
MESH:C562538,5423,1
MESH:C562538,9343,2
MESH:C562538,112476,2
MESH:C562538,55600,2
MESH:C562538,627,2
MESH:C562538,4803,2
MESH:C562538,4908,2
MESH:C562538,57165,2
MESH:C562538,2706,2
MESH:C562538,10804,2
MESH:C562538,10052,2
MESH:C562538,2705,2
MESH:C562538,3630,2
MESH:C562538,2244,1
MESH:C562538,173,1
MESH:C562538,2993,1
MESH:C562538,7124,1
MESH:C562538,3569,1
MESH:C562538,3552,1
MESH:C562538,1401,1
MESH:C562538,3586,1
MESH:C562538,6717,1
MESH:C562538,4088,1
MESH:C562538,241,1
MESH:C562538,53358,1
MESH:C562538,8878,1
MESH:C562538,387,1
MESH:C562538,51136,1
MESH:C562538,6093,1
MESH:C562538,3932,1
MESH:C562538,6696,1
MESH:C562538,7422,1
MESH:C562538,284,1
MESH:C562538,22937,1
MESH:C562538,2668,1
MESH:C562538,2335,1
MESH:C562538,2523,1
MESH:C562538,375519,1
MESH:C562538,1000,1
MESH:C562538,5318,1
MESH:C562538,1513,1
MESH:C562538,6323,1
MESH:C562538,6326,1
MESH:C562538,6334,1
MESH:C562538,348,1
MESH:C562538,11069,1
MESH:C562538,80835,1
MESH:C562538,3805,1
MESH:C562538,5465,1
MESH:C562538,23569,1
MESH:C562538,2308,1
MESH:C562538,10891,1
MESH:C562538,2597,1
MESH:C562538,142,1
MESH:C562538,5829,1
MESH:C562538,7037,1
MESH:C562538,382,1
MESH:C562538,8766,1
MESH:C562538,7511,1
MESH:C562538,4683,1
MESH:C562538,2701,1
MESH:C562538,3082,1
MESH:C562538,6331,1
MESH:C562538,5816,1
MESH:C562538,5879,1
MESH:D001321,5020,314
MESH:D001321,4524,37
MESH:D001321,4204,234
MESH:D001321,6532,156
MESH:D001321,5021,101
MESH:D001321,2332,334
MESH:D001321,85358,176
MESH:D001321,627,129
MESH:D001321,54413,83
MESH:D001321,26047,93
MESH:D001321,5649,80
MESH:D001321,57502,57
MESH:D001321,5973,210
MESH:D001321,2020,27
MESH:D001321,7248,144
MESH:D001321,414,198
MESH:D001321,2562,59
MESH:D001321,7249,144
MESH:D001321,5728,102
MESH:D001321,2475,193
MESH:D001321,3569,102
MESH:D001321,7124,96
MESH:D001321,7421,18
MESH:D001321,551,98
MESH:D001321,8604,21
MESH:D001321,57680,65
MESH:D001321,9378,89
MESH:D001321,6343,81
MESH:D001321,3198,20
MESH:D001321,91752,13
MESH:D001321,2004,85
MESH:D001321,22941,82
MESH:D001321,3458,53
MESH:D001321,3356,50
MESH:D001321,5444,10
MESH:D001321,7337,66
MESH:D001321,775,45
MESH:D001321,3565,42
MESH:D001321,5443,50
MESH:D001321,2567,17
MESH:D001321,64222,90
MESH:D001321,2626,10
MESH:D001321,3479,51
MESH:D001321,7472,15
MESH:D001321,4137,81
MESH:D001321,4763,61
MESH:D001321,4128,33
MESH:D001321,6326,64
MESH:D001321,27185,23
MESH:D001321,6531,36
MESH:D001321,23394,42
MESH:D001321,2739,10
MESH:D001321,351,47
MESH:D001321,1950,18
MESH:D001321,3123,18
MESH:D001321,93986,46
MESH:D001321,2904,30
MESH:D001321,6616,13
MESH:D001321,2898,14
MESH:D001321,4155,42
MESH:D001321,27086,31
MESH:D001321,55840,29
MESH:D001321,3082,14
MESH:D001321,552,30
MESH:D001321,2557,9
MESH:D001321,207,61
MESH:D001321,2770,44
MESH:D001321,3667,2
MESH:D001321,2146,3
MESH:D001321,833,44
MESH:D001321,26053,43
MESH:D001321,438,9
MESH:D001321,54898,1
MESH:D001321,4922,14
MESH:D001321,23191,35
MESH:D001321,5594,44
MESH:D001321,1401,29
MESH:D001321,23126,19
MESH:D001321,2950,13
MESH:D001321,57379,69
MESH:D001321,140733,14
MESH:D001321,3605,32
MESH:D001321,3576,33
MESH:D001321,3630,71
MESH:D001321,2055,2
MESH:D001321,6647,40
MESH:D001321,3586,38
MESH:D001321,2558,17
MESH:D001321,6999,21
MESH:D001321,3952,28
MESH:D001321,84466,1
MESH:D001321,1103,41
MESH:D001321,3552,50
MESH:D001321,920,47
MESH:D001321,4548,10
MESH:D001321,4684,13
MESH:D001321,79813,19
MESH:D001321,285195,15
MESH:D001321,5816,40
MESH:D001321,4010,3
MESH:D001321,3135,6
MESH:D001321,6334,10
MESH:D001321,3553,31
MESH:D001321,952,9
MESH:D001321,1621,12
MESH:D001321,6323,35
MESH:D001321,721,14
MESH:D001321,8828,10
MESH:D001321,23241,4
MESH:D001321,6688,13
MESH:D001321,57526,21
MESH:D001321,79587,17
MESH:D001321,7040,18
MESH:D001321,2688,23
MESH:D001321,2033,29
MESH:D001321,1312,30
MESH:D001321,2571,15
MESH:D001321,112476,23
MESH:D001321,6792,39
MESH:D001321,6863,13
MESH:D001321,7057,8
MESH:D001321,22829,9
MESH:D001321,7471,2
MESH:D001321,5617,38
MESH:D001321,220972,11
MESH:D001321,8573,12
MESH:D001321,348,20
MESH:D001321,2670,31
MESH:D001321,1814,16
MESH:D001321,2896,4
MESH:D001321,2069,24
MESH:D001321,54715,24
MESH:D001321,1636,7
MESH:D001321,152330,18
MESH:D001321,64221,3
MESH:D001321,5265,7
MESH:D001321,3690,15
MESH:D001321,6285,10
MESH:D001321,8831,33
MESH:D001321,4552,8
MESH:D001321,7018,18
MESH:D001321,222962,3
MESH:D001321,1742,28
MESH:D001321,121278,16
MESH:D001321,5775,26
MESH:D001321,1600,6
MESH:D001321,4129,12
MESH:D001321,145581,5
MESH:D001321,29108,36
MESH:D001321,2915,31
MESH:D001321,6925,17
MESH:D001321,1859,23
MESH:D001321,6095,16
MESH:D001321,773,9
MESH:D001321,847,29
MESH:D001321,213,35
MESH:D001321,1769,10
MESH:D001321,93664,10
MESH:D001321,6134,5
MESH:D001321,26585,23
MESH:D001321,9415,2
MESH:D001321,9037,10
MESH:D001321,22871,29
MESH:D001321,79811,20
MESH:D001321,1351,28
MESH:D001321,3077,3
MESH:D001321,6558,19
MESH:D001321,26960,19
MESH:D001321,128853,2
MESH:D001321,9732,7
MESH:D001321,23413,5
MESH:D001321,1917,8
MESH:D001321,158,23
MESH:D001321,100,9
MESH:D001321,2099,20
MESH:D001321,1750,5
MESH:D001321,4353,11
MESH:D001321,3751,6
MESH:D001321,6347,22
MESH:D001321,4099,5
MESH:D001321,57142,19
MESH:D001321,3439,7
MESH:D001321,3211,7
MESH:D001321,4879,6
MESH:D001321,2208,27
MESH:D001321,4698,3
MESH:D001321,10242,11
MESH:D001321,6853,11
MESH:D001321,4824,9
MESH:D001321,596,17
MESH:D001321,4709,20
MESH:D001321,491,5
MESH:D001321,4790,33
MESH:D001321,4152,6
MESH:D001321,547,9
MESH:D001321,10590,2
MESH:D001321,1956,7
MESH:D001321,65109,10
MESH:D001321,57468,13
MESH:D001321,925,26
MESH:D001321,2617,7
MESH:D001321,55628,3
MESH:D001321,139411,11
MESH:D001321,83992,4
MESH:D001321,1803,9
MESH:D001321,1482,7
MESH:D001321,7812,5
MESH:D001321,1813,34
MESH:D001321,8061,14
MESH:D001321,7422,14
MESH:D001321,4210,2
MESH:D001321,3064,13
MESH:D001321,4897,9
MESH:D001321,57057,2
MESH:D001321,11337,30
MESH:D001321,5071,8
MESH:D001321,10716,16
MESH:D001321,6854,2
MESH:D001321,10743,20
MESH:D001321,3146,8
MESH:D001321,2149,18
MESH:D001321,5111,8
MESH:D001321,7042,4
MESH:D001321,1749,7
MESH:D001321,5578,25
MESH:D001321,55777,23
MESH:D001321,9369,16
MESH:D001321,5879,11
MESH:D001321,151126,1
MESH:D001321,84282,1
MESH:D001321,373156,20
MESH:D001321,760,15
MESH:D001321,9379,13
MESH:D001321,4803,16
MESH:D001321,6469,16
MESH:D001321,1437,16
MESH:D001321,2741,3
MESH:D001321,2572,9
MESH:D001321,55626,2
MESH:D001321,1499,33
MESH:D001321,3350,23
MESH:D001321,7204,23
MESH:D001321,4312,3
MESH:D001321,64581,1
MESH:D001321,1760,5
MESH:D001321,2593,25
MESH:D001321,4915,13
MESH:D001321,367,21
MESH:D001321,1139,29
MESH:D001321,1356,22
MESH:D001321,288,17
MESH:D001321,2560,7
MESH:D001321,3126,7
MESH:D001321,973,10
MESH:D001321,27347,5
MESH:D001321,159371,13
MESH:D001321,3329,3
MESH:D001321,23096,16
MESH:D001321,5579,6
MESH:D001321,2903,21
MESH:D001321,4878,6
MESH:D001321,7291,11
MESH:D001321,5309,4
MESH:D001321,7099,17
MESH:D001321,3805,7
MESH:D001321,2169,5
MESH:D001321,683,5
MESH:D001321,1815,23
MESH:D001321,3558,28
MESH:D001321,51497,3
MESH:D001321,8829,3
MESH:D001321,57492,16
MESH:D001321,6374,1
MESH:D001321,1756,14
MESH:D001321,3567,9
MESH:D001321,921,4
MESH:D001321,6352,12
MESH:D001321,659,22
MESH:D001321,9370,13
MESH:D001321,50944,17
MESH:D001321,5080,17
MESH:D001321,9783,2
MESH:D001321,1012,10
MESH:D001321,5550,8
MESH:D001321,2006,8
MESH:D001321,6505,8
MESH:D001321,4139,8
MESH:D001321,2742,6
MESH:D001321,6535,31
MESH:D001321,2892,6
MESH:D001321,216,1
MESH:D001321,1977,14
MESH:D001321,1509,4
MESH:D001321,6622,17
MESH:D001321,6804,12
MESH:D001321,27255,10
MESH:D001321,8540,18
MESH:D001321,2026,13
MESH:D001321,3084,8
MESH:D001321,4233,8
MESH:D001321,763,3
MESH:D001321,170302,21
MESH:D001321,54206,1
MESH:D001321,6812,14
MESH:D001321,4069,7
MESH:D001321,546,12
MESH:D001321,8242,7
MESH:D001321,8913,2
MESH:D001321,1746,7
MESH:D001321,2638,5
MESH:D001321,2969,10
MESH:D001321,2925,5
MESH:D001321,4282,3
MESH:D001321,55217,8
MESH:D001321,83943,13
MESH:D001321,10891,6
MESH:D001321,5079,34
MESH:D001321,4318,9
MESH:D001321,170589,22
MESH:D001321,25970,5
MESH:D001321,11069,5
MESH:D001321,6741,3
MESH:D001321,9228,8
MESH:D001321,1431,16
MESH:D001321,1387,22
MESH:D001321,1007,8
MESH:D001321,1508,13
MESH:D001321,5293,8
MESH:D001321,79718,8
MESH:D001321,157570,11
MESH:D001321,154,6
MESH:D001321,611,1
MESH:D001321,6367,4
MESH:D001321,3606,4
MESH:D001321,6822,4
MESH:D001321,5054,7
MESH:D001321,27239,2
MESH:D001321,6717,10
MESH:D001321,6638,20
MESH:D001321,7514,3
MESH:D001321,776,11
MESH:D001321,157680,6
MESH:D001321,1906,4
MESH:D001321,1644,4
MESH:D001321,3596,12
MESH:D001321,7432,17
MESH:D001321,2944,12
MESH:D001321,24148,17
MESH:D001321,135,2
MESH:D001321,7531,10
MESH:D001321,6529,13
MESH:D001321,57555,13
MESH:D001321,7076,3
MESH:D001321,6755,3
MESH:D001321,23067,6
MESH:D001321,9456,6
MESH:D001321,8708,1
MESH:D001321,79648,7
MESH:D001321,801,12
MESH:D001321,1392,12
MESH:D001321,6247,7
MESH:D001321,478,5
MESH:D001321,1545,5
MESH:D001321,2908,5
MESH:D001321,4669,3
MESH:D001321,23705,8
MESH:D001321,2100,6
MESH:D001321,1137,11
MESH:D001321,6667,1
MESH:D001321,2876,4
MESH:D001321,64399,9
MESH:D001321,220296,4
MESH:D001321,3308,4
MESH:D001321,7225,2
MESH:D001321,1588,7
MESH:D001321,5319,7
MESH:D001321,1654,5
MESH:D001321,3240,10
MESH:D001321,5595,20
MESH:D001321,10058,21
MESH:D001321,10479,16
MESH:D001321,51816,1
MESH:D001321,10682,14
MESH:D001321,5307,2
MESH:D001321,246778,2
MESH:D001321,1993,15
MESH:D001321,3786,5
MESH:D001321,6361,5
MESH:D001321,51727,5
MESH:D001321,6948,5
MESH:D001321,10919,3
MESH:D001321,3428,3
MESH:D001321,4780,11
MESH:D001321,836,11
MESH:D001321,7122,1
MESH:D001321,27445,1
MESH:D001321,10243,9
MESH:D001321,840,4
MESH:D001321,5175,4
MESH:D001321,2131,4
MESH:D001321,3676,4
MESH:D001321,259266,7
MESH:D001321,2185,7
MESH:D001321,2917,2
MESH:D001321,5599,10
MESH:D001321,1400,5
MESH:D001321,54551,15
MESH:D001321,53942,10
MESH:D001321,268,8
MESH:D001321,57192,3
MESH:D001321,5657,3
MESH:D001321,783,3
MESH:D001321,9968,8
MESH:D001321,7092,6
MESH:D001321,7295,6
MESH:D001321,29119,6
MESH:D001321,140,1
MESH:D001321,8862,1
MESH:D001321,10963,4
MESH:D001321,27328,4
MESH:D001321,27178,4
