D_id,G_id,paper
MESH:D001321,11261,9
MESH:D001321,23040,7
MESH:D001321,3106,7
MESH:D001321,23237,7
MESH:D001321,11141,12
MESH:D001321,6470,2
MESH:D001321,23426,10
MESH:D001321,9320,5
MESH:D001321,6014,5
MESH:D001321,2641,8
MESH:D001321,9657,13
MESH:D001321,440,3
MESH:D001321,10251,3
MESH:D001321,1565,16
MESH:D001321,4838,6
MESH:D001321,3134,1
MESH:D001321,3133,1
MESH:D001321,3265,6
MESH:D001321,7436,6
MESH:D001321,5346,1
MESH:D001321,83473,4
MESH:D001321,4283,4
MESH:D001321,4762,4
MESH:D001321,3912,4
MESH:D001321,2911,12
MESH:D001321,9722,2
MESH:D001321,1106,12
MESH:D001321,55819,12
MESH:D001321,5743,7
MESH:D001321,5580,12
MESH:D001321,81502,7
MESH:D001321,9271,2
MESH:D001321,23389,5
MESH:D001321,55636,10
MESH:D001321,55870,8
MESH:D001321,79056,3
MESH:D001321,6573,3
MESH:D001321,4948,3
MESH:D001321,7994,3
MESH:D001321,10522,6
MESH:D001321,4208,16
MESH:D001321,2752,6
MESH:D001321,9572,1
MESH:D001321,23135,1
MESH:D001321,7157,19
MESH:D001321,3976,4
MESH:D001321,57617,12
MESH:D001321,3627,7
MESH:D001321,6296,12
MESH:D001321,5091,7
MESH:D001321,94121,2
MESH:D001321,7132,2
MESH:D001321,405,2
MESH:D001321,80184,5
MESH:D001321,321,5
MESH:D001321,6092,5
MESH:D001321,10611,5
MESH:D001321,7166,5
MESH:D001321,2891,13
MESH:D001321,130497,8
MESH:D001321,54205,8
MESH:D001321,7039,11
MESH:D001321,2290,16
MESH:D001321,2348,16
MESH:D001321,5625,6
MESH:D001321,2056,6
MESH:D001321,5062,6
MESH:D001321,9528,1
MESH:D001321,1009,7
MESH:D001321,221937,2
MESH:D001321,192683,7
MESH:D001321,7534,7
MESH:D001321,7416,2
MESH:D001321,54704,2
MESH:D001321,590,7
MESH:D001321,80781,2
MESH:D001321,27044,2
MESH:D001321,9159,2
MESH:D001321,6401,5
MESH:D001321,5048,13
MESH:D001321,221037,3
MESH:D001321,5321,3
MESH:D001321,1812,8
MESH:D001321,9939,3
MESH:D001321,3239,6
MESH:D001321,10482,11
MESH:D001321,3809,1
MESH:D001321,166336,1
MESH:D001321,145173,1
MESH:D001321,301,1
MESH:D001321,1185,1
MESH:D001321,54538,1
MESH:D001321,759,14
MESH:D001321,8458,9
MESH:D001321,5058,4
MESH:D001321,57194,9
MESH:D001321,8909,4
MESH:D001321,6606,12
MESH:D001321,8001,2
MESH:D001321,6091,7
MESH:D001321,6280,2
MESH:D001321,10728,2
MESH:D001321,3046,12
MESH:D001321,9248,2
MESH:D001321,57496,2
MESH:D001321,84239,2
MESH:D001321,6928,10
MESH:D001321,3557,5
MESH:D001321,10971,15
MESH:D001321,3785,13
MESH:D001321,144165,3
MESH:D001321,2566,8
MESH:D001321,2952,8
MESH:D001321,6910,3
MESH:D001321,1363,3
MESH:D001321,3119,3
MESH:D001321,23475,3
MESH:D001321,917,13
MESH:D001321,4504,3
MESH:D001321,4232,3
MESH:D001321,1605,1
MESH:D001321,8925,6
MESH:D001321,114899,1
MESH:D001321,727,6
MESH:D001321,4519,6
MESH:D001321,3766,6
MESH:D001321,2918,6
MESH:D001321,55785,1
MESH:D001321,6907,1
MESH:D001321,65078,1
MESH:D001321,84889,1
MESH:D001321,6490,1
MESH:D001321,54806,6
MESH:D001321,10327,1
MESH:D001321,2922,6
MESH:D001321,121642,1
MESH:D001321,919,6
MESH:D001321,79158,4
MESH:D001321,1557,9
MESH:D001321,29072,9
MESH:D001321,3559,4
MESH:D001321,5747,4
MESH:D001321,5914,4
MESH:D001321,6750,12
MESH:D001321,3730,7
MESH:D001321,2796,12
MESH:D001321,9229,7
MESH:D001321,84698,7
MESH:D001321,1233,2
MESH:D001321,5053,10
MESH:D001321,114548,5
MESH:D001321,5345,10
MESH:D001321,4843,5
MESH:D001321,1791,10
MESH:D001321,943,3
MESH:D001321,2744,3
MESH:D001321,3745,13
MESH:D001321,4538,3
MESH:D001321,10000,3
MESH:D001321,51284,3
MESH:D001321,27130,8
MESH:D001321,1666,3
MESH:D001321,1808,6
MESH:D001321,8743,11
MESH:D001321,2178,11
MESH:D001321,2296,6
MESH:D001321,123606,11
MESH:D001321,9607,6
MESH:D001321,1804,6
MESH:D001321,1589,1
MESH:D001321,875,1
MESH:D001321,27229,1
MESH:D001321,7434,6
MESH:D001321,23081,1
MESH:D001321,83592,1
MESH:D001321,161582,1
MESH:D001321,55869,4
MESH:D001321,4804,4
MESH:D001321,196,4
MESH:D001321,23498,9
MESH:D001321,4306,4
MESH:D001321,1806,9
MESH:D001321,2706,4
MESH:D001321,5355,4
MESH:D001321,7351,4
MESH:D001321,10771,4
MESH:D001321,5581,14
MESH:D001321,6570,4
MESH:D001321,7153,2
MESH:D001321,10295,7
MESH:D001321,23098,2
MESH:D001321,3688,2
MESH:D001321,22909,2
MESH:D001321,5979,12
MESH:D001321,5159,2
MESH:D001321,1809,2
MESH:D001321,6198,7
MESH:D001321,2996,2
MESH:D001321,5046,2
MESH:D001321,8651,2
MESH:D001321,116442,5
MESH:D001321,597,15
MESH:D001321,81614,10
MESH:D001321,632,3
MESH:D001321,57582,3
MESH:D001321,4043,8
MESH:D001321,9768,3
MESH:D001321,23411,8
MESH:D001321,50616,3
MESH:D001321,686,8
MESH:D001321,51561,3
MESH:D001321,1282,3
MESH:D001321,64101,3
MESH:D001321,89796,3
MESH:D001321,23026,3
MESH:D001321,54862,3
MESH:D001321,2205,13
MESH:D001321,171023,3
MESH:D001321,117159,6
MESH:D001321,9933,11
MESH:D001321,6348,6
MESH:D001321,11179,1
MESH:D001321,153562,1
MESH:D001321,57532,11
MESH:D001321,79017,6
MESH:D001321,2289,1
MESH:D001321,2729,1
MESH:D001321,33,1
MESH:D001321,221035,1
MESH:D001321,9615,4
MESH:D001321,1958,4
MESH:D001321,841,4
MESH:D001321,5901,9
MESH:D001321,51412,4
MESH:D001321,794,9
MESH:D001321,8905,4
MESH:D001321,6774,9
MESH:D001321,553,4
MESH:D001321,29113,4
MESH:D001321,205428,4
MESH:D001321,22999,7
MESH:D001321,2902,12
MESH:D001321,3107,7
MESH:D001321,3481,7
MESH:D001321,5563,2
MESH:D001321,27133,2
MESH:D001321,2628,12
MESH:D001321,3635,2
MESH:D001321,95681,2
MESH:D001321,2022,2
MESH:D001321,3043,12
MESH:D001321,573,2
MESH:D001321,26958,2
MESH:D001321,3939,5
MESH:D001321,793,10
MESH:D001321,1741,10
MESH:D001321,10752,5
MESH:D001321,23550,5
MESH:D001321,3105,5
MESH:D001321,31,5
MESH:D001321,3162,5
MESH:D001321,6164,5
MESH:D001321,43,10
MESH:D001321,1432,5
MESH:D001321,23545,13
MESH:D001321,1006,8
MESH:D001321,8140,8
MESH:D001321,2354,3
MESH:D001321,120892,3
MESH:D001321,637,8
MESH:D001321,4478,3
MESH:D001321,55997,8
MESH:D001321,57026,3
MESH:D001321,64599,1
MESH:D001321,50943,11
MESH:D001321,55620,1
MESH:D001321,814,6
MESH:D001321,114897,1
MESH:D001321,361,6
MESH:D001321,10681,1
MESH:D001321,1959,1
MESH:D001321,2495,1
MESH:D001321,160418,6
MESH:D001321,1473,1
MESH:D001321,5329,6
MESH:D001321,51311,1
MESH:D001321,3008,1
MESH:D001321,3486,6
MESH:D001321,9636,1
MESH:D001321,1821,1
MESH:D001321,2861,1
MESH:D001321,5884,1
MESH:D001321,8802,1
MESH:D001321,4082,1
MESH:D001321,1514,1
MESH:D001321,2339,1
MESH:D001321,9500,1
MESH:D001321,6510,1
MESH:D001321,11152,9
MESH:D001321,79827,9
MESH:D001321,4133,9
MESH:D001321,57634,9
MESH:D001321,114791,9
MESH:D001321,6356,9
MESH:D001321,340533,9
MESH:D001321,3066,4
MESH:D001321,412,9
MESH:D001321,4624,9
MESH:D001321,10765,4
MESH:D001321,51733,4
MESH:D001321,1846,4
MESH:D001321,2623,4
MESH:D001321,7173,7
MESH:D001321,177,7
MESH:D001321,23314,7
MESH:D001321,8562,2
MESH:D001321,197,2
MESH:D001321,126669,2
MESH:D001321,116372,7
MESH:D001321,26115,2
MESH:D001321,9730,2
MESH:D001321,1745,7
MESH:D001321,23245,7
MESH:D001321,8204,2
MESH:D001321,7262,7
MESH:D001321,285362,2
MESH:D001321,2730,2
MESH:D001321,23544,2
MESH:D001321,368,2
MESH:D001321,259232,2
MESH:D001321,8911,2
MESH:D001321,7052,7
MESH:D001321,1949,2
MESH:D001321,64853,2
MESH:D001321,10347,7
MESH:D001321,5524,10
MESH:D001321,1020,5
MESH:D001321,7025,5
MESH:D001321,387,10
MESH:D001321,29123,10
MESH:D001321,2565,5
MESH:D001321,276,5
MESH:D001321,2187,5
MESH:D001321,10715,10
MESH:D001321,1725,3
MESH:D001321,58508,8
MESH:D001321,53335,8
MESH:D001321,8912,8
MESH:D001321,9463,3
MESH:D001321,338,8
MESH:D001321,761,8
MESH:D001321,4051,3
MESH:D001321,9739,8
MESH:D001321,2932,3
MESH:D001321,4692,8
MESH:D001321,1861,3
MESH:D001321,9447,3
MESH:D001321,3047,8
MESH:D001321,2110,3
MESH:D001321,7874,6
MESH:D001321,7389,6
MESH:D001321,84623,6
MESH:D001321,1975,1
MESH:D001321,28985,1
MESH:D001321,4131,1
MESH:D001321,7707,1
MESH:D001321,135935,1
MESH:D001321,5283,1
MESH:D001321,7318,1
MESH:D001321,857,9
MESH:D001321,6648,9
MESH:D001321,324,4
MESH:D001321,2028,14
MESH:D001321,3383,9
MESH:D001321,18,9
MESH:D001321,23336,9
MESH:D001321,1594,4
MESH:D001321,7086,4
MESH:D001321,1385,12
MESH:D001321,7532,7
MESH:D001321,54363,2
MESH:D001321,10927,7
MESH:D001321,3815,7
MESH:D001321,1525,2
MESH:D001321,5297,2
MESH:D001321,2195,7
MESH:D001321,11000,2
MESH:D001321,23481,2
MESH:D001321,4916,2
MESH:D001321,3604,2
MESH:D001321,29947,2
MESH:D001321,4884,2
MESH:D001321,10016,2
MESH:D001321,3929,2
MESH:D001321,6262,5
MESH:D001321,1984,5
MESH:D001321,6595,5
MESH:D001321,11201,10
MESH:D001321,137872,5
MESH:D001321,2334,5
MESH:D001321,5308,5
MESH:D001321,25759,5
MESH:D001321,808,5
MESH:D001321,796,5
MESH:D001321,2534,8
MESH:D001321,56729,3
MESH:D001321,6597,8
MESH:D001321,3716,3
MESH:D001321,8815,3
MESH:D001321,6336,3
MESH:D001321,1740,3
MESH:D001321,8936,8
MESH:D001321,50848,3
MESH:D001321,998,8
MESH:D001321,3897,8
MESH:D001321,4846,3
MESH:D001321,26470,3
MESH:D001321,23049,3
MESH:D001321,79742,3
MESH:D001321,3069,3
MESH:D001321,5590,8
MESH:D001321,55209,6
MESH:D001321,5989,1
MESH:D001321,1641,6
MESH:D001321,55079,6
MESH:D001321,7097,6
MESH:D001321,9734,11
MESH:D001321,8239,6
MESH:D001321,6281,6
MESH:D001321,287,6
MESH:D001321,2550,6
MESH:D001321,23224,1
MESH:D001321,8269,1
MESH:D001321,649,6
MESH:D001321,11171,1
MESH:D001321,347,1
MESH:D001321,1365,1
MESH:D001321,10135,1
MESH:D001321,4586,1
MESH:D001321,727897,1
MESH:D001321,2936,6
MESH:D001321,6620,1
MESH:D001321,653808,1
MESH:D001321,563,1
MESH:D001321,60677,1
MESH:D001321,9555,1
MESH:D001321,6714,6
MESH:D001321,969,1
MESH:D001321,10153,1
MESH:D001321,4855,1
MESH:D001321,2859,1
MESH:D001321,2812,1
MESH:D001321,950,1
MESH:D001321,6782,1
MESH:D001321,5413,1
MESH:D001321,11076,1
MESH:D001321,2098,1
MESH:D001321,2353,9
MESH:D001321,9970,4
MESH:D001321,9611,9
MESH:D001321,8087,9
MESH:D001321,718,9
MESH:D001321,8940,4
MESH:D001321,51517,4
MESH:D001321,51592,4
MESH:D001321,554,4
MESH:D001321,2017,4
MESH:D001321,947,4
MESH:D001321,64067,4
MESH:D001321,5468,4
MESH:D001321,28,4
MESH:D001321,10238,4
MESH:D001321,5528,7
MESH:D001321,869,2
MESH:D001321,146713,7
MESH:D001321,22803,2
MESH:D001321,171389,2
MESH:D001321,7941,2
MESH:D001321,8660,2
MESH:D001321,2555,7
MESH:D001321,120227,2
MESH:D001321,5327,7
MESH:D001321,5582,7
MESH:D001321,65250,5
MESH:D001321,5454,5
MESH:D001321,1008,5
MESH:D001321,26137,5
MESH:D001321,728378,5
MESH:D001321,26999,5
MESH:D001321,5424,5
MESH:D001321,1586,3
MESH:D001321,5729,8
MESH:D001321,9024,3
MESH:D001321,2194,3
MESH:D001321,1583,3
MESH:D001321,5101,3
MESH:D001321,3192,8
MESH:D001321,3164,8
MESH:D001321,23112,3
MESH:D001321,65217,3
MESH:D001321,2737,3
MESH:D001321,4508,3
MESH:D001321,3358,8
MESH:D001321,253559,3
MESH:D001321,79784,8
MESH:D001321,4909,3
MESH:D001321,5930,3
MESH:D001321,23229,3
MESH:D001321,9575,6
MESH:D001321,199,6
MESH:D001321,7453,6
MESH:D001321,54329,1
MESH:D001321,6036,6
MESH:D001321,5133,4
MESH:D001321,9513,9
MESH:D001321,83696,4
MESH:D001321,2931,4
MESH:D001321,1268,9
MESH:D001321,59067,4
MESH:D001321,57689,4
MESH:D001321,6319,4
MESH:D001321,54820,9
MESH:D001321,126206,4
MESH:D001321,7200,4
MESH:D001321,2237,4
MESH:D001321,653509,4
MESH:D001321,6506,7
MESH:D001321,1066,2
MESH:D001321,1826,7
MESH:D001321,7054,7
MESH:D001321,729,7
MESH:D001321,6899,7
MESH:D001321,80816,7
MESH:D001321,60,7
MESH:D001321,545,7
MESH:D001321,168400,2
MESH:D001321,4905,2
MESH:D001321,4908,7
MESH:D001321,7020,2
MESH:D001321,6403,7
MESH:D001321,10894,2
MESH:D001321,9759,7
MESH:D001321,1739,7
MESH:D001321,84867,2
MESH:D001321,9869,2
MESH:D001321,2346,2
MESH:D001321,5340,7
MESH:D001321,116987,2
MESH:D001321,253260,2
MESH:D001321,4885,2
MESH:D001321,10603,2
MESH:D001321,915,7
MESH:D001321,23765,2
MESH:D001321,8609,5
MESH:D001321,64478,5
MESH:D001321,57575,5
MESH:D001321,57628,5
MESH:D001321,6507,5
MESH:D001321,1501,5
MESH:D001321,3984,5
MESH:D001321,2147,10
MESH:D001321,6473,5
MESH:D001321,3720,5
MESH:D001321,6872,5
MESH:D001321,8836,5
MESH:D001321,129684,3
MESH:D001321,23209,8
MESH:D001321,4747,3
MESH:D001321,55904,8
MESH:D001321,83259,3
MESH:D001321,23435,3
MESH:D001321,5290,8
MESH:D001321,2668,3
MESH:D001321,4036,3
MESH:D001321,9138,3
MESH:D001321,9743,3
MESH:D001321,3806,3
MESH:D001321,2563,3
MESH:D001321,2173,3
MESH:D001321,831,3
MESH:D001321,65267,3
MESH:D001321,6696,3
MESH:D001321,974,3
MESH:D001321,5972,6
MESH:D001321,730,6
MESH:D001321,2247,6
MESH:D001321,335,6
MESH:D001321,6462,6
MESH:D001321,6302,1
MESH:D001321,9568,6
MESH:D001321,23636,1
MESH:D001321,9569,6
MESH:D001321,6443,1
MESH:D001321,3351,6
MESH:D001321,3710,1
MESH:D001321,5394,1
MESH:D001321,79152,1
MESH:D001321,1816,6
MESH:D001321,735,1
MESH:D001321,3480,4
MESH:D001321,3778,4
MESH:D001321,51742,4
MESH:D001321,6942,4
MESH:D001321,4691,4
MESH:D001321,9622,4
MESH:D001321,196528,4
MESH:D001321,79176,4
MESH:D001321,10718,4
MESH:D001321,27344,4
MESH:D001321,6736,4
MESH:D001321,2697,4
MESH:D001321,4685,4
MESH:D001321,23543,4
MESH:D001321,9031,4
MESH:D001321,3035,4
MESH:D001321,1788,4
MESH:D001321,1786,4
MESH:D001321,8706,4
MESH:D001321,11331,4
MESH:D001321,25836,9
MESH:D001321,7461,4
MESH:D001321,8326,4
MESH:D001321,4543,4
MESH:D001321,7804,4
MESH:D001321,5422,4
MESH:D001321,6625,4
MESH:D001321,2890,7
MESH:D001321,9817,2
MESH:D001321,1759,7
MESH:D001321,2180,7
MESH:D001321,160622,2
MESH:D001321,7328,2
MESH:D001321,56925,7
MESH:D001321,822,2
MESH:D001321,3490,2
MESH:D001321,10999,2
MESH:D001321,57497,2
MESH:D001321,91544,2
MESH:D001321,3990,2
MESH:D001321,5803,2
MESH:D001321,270,2
MESH:D001321,6354,2
MESH:D001321,1493,2
MESH:D001321,23001,5
MESH:D001321,286,5
MESH:D001321,2960,5
MESH:D001321,720,5
MESH:D001321,25824,5
MESH:D001321,717,5
MESH:D001321,8128,5
MESH:D001321,6256,5
MESH:D001321,8452,5
MESH:D001321,22882,5
MESH:D001321,8243,5
MESH:D001321,6328,5
MESH:D001321,762,5
MESH:D001321,95,5
MESH:D001321,3092,3
MESH:D001321,3363,3
MESH:D001321,1003,3
MESH:D001321,7852,3
MESH:D001321,3065,3
MESH:D001321,28514,3
MESH:D001321,8856,3
MESH:D001321,9901,3
MESH:D001321,15,3
MESH:D001321,4683,3
MESH:D001321,4544,3
MESH:D001321,3702,3
MESH:D001321,90865,3
MESH:D001321,91107,3
MESH:D001321,23542,3
MESH:D001321,80312,3
MESH:D001321,290,3
MESH:D001321,134957,3
MESH:D001321,5013,3
MESH:D001321,81624,3
MESH:D001321,3098,3
MESH:D001321,7535,3
MESH:D001321,3352,3
MESH:D001321,55717,3
MESH:D001321,1360,3
MESH:D001321,820,6
MESH:D001321,4852,6
MESH:D001321,10413,6
MESH:D001321,4929,6
MESH:D001321,4089,6
MESH:D001321,5604,6
MESH:D001321,4502,6
MESH:D001321,2554,6
MESH:D001321,50814,1
MESH:D001321,57556,1
MESH:D001321,57471,1
MESH:D001321,5542,1
MESH:D001321,5902,1
MESH:D001321,2244,6
MESH:D001321,10270,1
MESH:D001321,23167,1
MESH:D001321,55034,1
MESH:D001321,58525,1
MESH:D001321,54674,1
MESH:D001321,114785,1
MESH:D001321,3670,1
MESH:D001321,916,6
MESH:D001321,2895,1
MESH:D001321,3485,1
MESH:D001321,116,4
MESH:D001321,4758,4
MESH:D001321,257194,4
MESH:D001321,6844,4
MESH:D001321,51175,4
MESH:D001321,1029,4
MESH:D001321,3036,4
MESH:D001321,23077,4
MESH:D001321,1909,4
MESH:D001321,5788,4
MESH:D001321,2120,4
MESH:D001321,7378,4
MESH:D001321,29110,4
MESH:D001321,3578,4
MESH:D001321,2900,4
MESH:D001321,26128,4
MESH:D001321,5052,4
MESH:D001321,6009,4
MESH:D001321,81565,4
MESH:D001321,51761,4
MESH:D001321,9927,4
MESH:D001321,9451,4
MESH:D001321,8930,4
MESH:D001321,10458,4
MESH:D001321,3359,4
MESH:D001321,1045,4
MESH:D001321,4983,4
MESH:D001321,9915,4
MESH:D001321,23236,4
MESH:D001321,3932,4
MESH:D001321,338376,4
MESH:D001321,1118,4
MESH:D001321,54209,2
MESH:D001321,10160,2
MESH:D001321,79874,2
MESH:D001321,8924,7
MESH:D001321,1105,2
MESH:D001321,7021,2
MESH:D001321,7299,2
MESH:D001321,6387,2
MESH:D001321,4582,2
MESH:D001321,80763,2
MESH:D001321,161725,2
MESH:D001321,26040,2
MESH:D001321,3655,2
MESH:D001321,6448,2
MESH:D001321,3603,2
MESH:D001321,81832,2
MESH:D001321,3908,2
MESH:D001321,118611,2
MESH:D001321,92211,2
MESH:D001321,3938,2
MESH:D001321,54954,2
MESH:D001321,2243,2
MESH:D001321,26280,2
MESH:D001321,3685,2
MESH:D001321,7345,2
MESH:D001321,1719,2
MESH:D001321,4842,5
MESH:D001321,6709,5
MESH:D001321,8879,5
MESH:D001321,55511,5
MESH:D001321,10592,5
MESH:D001321,1072,5
MESH:D001321,5609,5
MESH:D001321,200424,5
MESH:D001321,1108,5
MESH:D001321,5009,5
MESH:D001321,5465,5
MESH:D001321,6660,5
MESH:D001321,1269,5
MESH:D001321,10075,5
MESH:D001321,4297,5
MESH:D001321,5362,5
MESH:D001321,5741,5
MESH:D001321,2746,5
MESH:D001321,26121,5
MESH:D001321,23133,5
MESH:D001321,5605,5
MESH:D001321,3048,5
MESH:D001321,27345,3
MESH:D001321,3779,3
MESH:D001321,9804,3
MESH:D001321,6711,3
MESH:D001321,146,3
MESH:D001321,8228,3
MESH:D001321,2054,3
MESH:D001321,374308,3
MESH:D001321,706,3
MESH:D001321,10319,3
MESH:D001321,8543,3
MESH:D001321,10935,3
MESH:D001321,9242,3
MESH:D001321,64324,3
MESH:D001321,152789,3
MESH:D001321,7329,3
MESH:D001321,325,3
MESH:D001321,116443,3
MESH:D001321,5047,3
MESH:D001321,63973,3
MESH:D001321,3600,3
MESH:D001321,652,3
MESH:D001321,23036,3
MESH:D001321,55023,3
MESH:D001321,8506,3
MESH:D001321,6335,3
MESH:D001321,10787,3
MESH:D001321,56853,3
MESH:D001321,4841,3
MESH:D001321,133,3
MESH:D001321,1789,3
MESH:D001321,11102,3
MESH:D001321,2559,3
MESH:D001321,2064,3
MESH:D001321,3361,3
MESH:D001321,4907,3
MESH:D001321,53615,3
MESH:D001321,284525,3
MESH:D001321,5099,3
MESH:D001321,54221,3
MESH:D001321,4240,3
MESH:D001321,6955,3
MESH:D001321,1179,3
MESH:D001321,9564,3
MESH:D001321,2207,3
MESH:D001321,4942,1
MESH:D001321,23513,1
MESH:D001321,2648,1
MESH:D001321,1183,6
MESH:D001321,9699,1
MESH:D001321,79583,1
MESH:D001321,22839,1
MESH:D001321,2308,1
MESH:D001321,9211,6
MESH:D001321,9069,1
MESH:D001321,84062,6
MESH:D001321,26993,1
MESH:D001321,79594,1
MESH:D001321,10651,1
MESH:D001321,9810,1
MESH:D001321,91584,1
MESH:D001321,6608,1
MESH:D001321,11189,1
MESH:D001321,3040,6
MESH:D001321,4192,1
MESH:D001321,518,1
MESH:D001321,498,1
MESH:D001321,5141,1
MESH:D001321,7253,1
MESH:D001321,7508,1
MESH:D001321,4893,1
MESH:D001321,6263,1
MESH:D001321,3675,1
MESH:D001321,30811,1
MESH:D001321,3945,4
MESH:D001321,8864,4
MESH:D001321,4094,4
MESH:D001321,6657,4
MESH:D001321,10664,4
MESH:D001321,1613,4
MESH:D001321,3176,4
MESH:D001321,2625,4
MESH:D001321,57007,4
MESH:D001321,4535,4
MESH:D001321,3054,4
MESH:D001321,3643,4
MESH:D001321,5295,4
MESH:D001321,27303,4
MESH:D001321,55690,4
MESH:D001321,4205,4
MESH:D001321,5587,4
MESH:D001321,10763,4
MESH:D001321,5906,4
MESH:D001321,1131,4
MESH:D001321,4976,4
MESH:D001321,2317,4
MESH:D001321,150,4
MESH:D001321,9856,4
MESH:D001321,1646,4
MESH:D001321,6513,4
MESH:D001321,8932,4
MESH:D001321,84335,4
MESH:D001321,10678,4
MESH:D001321,9612,4
MESH:D001321,92737,4
MESH:D001321,3371,4
MESH:D001321,7341,4
MESH:D001321,2316,4
MESH:D001321,89832,4
MESH:D001321,6908,4
MESH:D001321,1536,4
MESH:D001321,4141,4
MESH:D001321,1523,4
MESH:D001321,407,4
MESH:D001321,84366,4
MESH:D001321,3423,2
MESH:D001321,54888,2
MESH:D001321,948,2
MESH:D001321,54550,2
MESH:D001321,7837,2
MESH:D001321,51360,2
MESH:D001321,10922,2
MESH:D001321,408,2
MESH:D001321,80059,2
MESH:D001321,3708,2
MESH:D001321,23583,2
MESH:D001321,2994,2
MESH:D001321,730249,2
MESH:D001321,3781,2
MESH:D001321,253738,2
MESH:D001321,6520,2
MESH:D001321,9867,2
MESH:D001321,1374,2
MESH:D001321,186,2
MESH:D001321,50834,2
MESH:D001321,650,2
MESH:D001321,4154,2
MESH:D001321,5864,2
MESH:D001321,10516,2
MESH:D001321,8997,2
MESH:D001321,140730,2
MESH:D001321,114788,2
MESH:D001321,7399,2
MESH:D001321,22926,2
MESH:D001321,4952,2
MESH:D001321,2059,2
MESH:D001321,10333,2
MESH:D001321,4110,2
MESH:D001321,2905,2
MESH:D001321,2906,2
MESH:D001321,8289,2
MESH:D001321,10846,2
MESH:D001321,64283,2
MESH:D001321,9735,2
MESH:D001321,151531,2
MESH:D001321,2671,2
MESH:D001321,154664,2
MESH:D001321,2150,2
MESH:D001321,5142,2
MESH:D001321,6444,2
MESH:D001321,4739,2
MESH:D001321,148398,2
MESH:D001321,5067,2
MESH:D001321,6421,2
MESH:D001321,8170,2
MESH:D001321,5646,2
MESH:D001321,26030,2
MESH:D001321,29125,2
MESH:D001321,10077,2
MESH:D001321,10499,2
MESH:D001321,2171,2
MESH:D001321,2272,2
MESH:D001321,2152,2
MESH:D001321,2657,2
MESH:D001321,2045,2
MESH:D001321,54584,2
MESH:D001321,5981,2
MESH:D001321,284058,2
MESH:D001321,10694,2
MESH:D001321,7468,2
MESH:D001321,5126,2
MESH:D001321,7982,2
MESH:D001321,23522,2
MESH:D001321,25805,2
MESH:D001321,51294,2
MESH:D001321,201456,2
MESH:D001321,5187,2
MESH:D001321,3360,2
MESH:D001321,6272,2
MESH:D001321,2548,2
MESH:D001321,27290,2
MESH:D001321,1080,5
MESH:D001321,55672,5
MESH:D001321,5976,5
MESH:D001321,6249,5
MESH:D001321,4864,5
MESH:D001321,7431,5
MESH:D001321,5592,5
MESH:D001321,818,5
MESH:D001321,1421,5
MESH:D001321,7412,5
MESH:D001321,4513,5
MESH:D001321,4923,5
MESH:D001321,25802,5
MESH:D001321,821,5
MESH:D001321,22924,5
MESH:D001321,6900,5
MESH:D001321,4151,5
MESH:D001321,2335,5
MESH:D001321,3426,5
MESH:D001321,11255,3
MESH:D001321,2002,3
MESH:D001321,9344,3
MESH:D001321,815,3
MESH:D001321,64919,3
MESH:D001321,84152,3
MESH:D001321,2678,3
MESH:D001321,11198,3
MESH:D001321,6734,3
MESH:D001321,1511,3
MESH:D001321,164045,3
MESH:D001321,9681,3
MESH:D001321,5414,3
MESH:D001321,9900,3
MESH:D001321,5978,3
MESH:D001321,259307,3
MESH:D001321,3687,3
MESH:D001321,4360,3
MESH:D001321,3188,3
MESH:D001321,5970,3
MESH:D001321,8569,3
MESH:D001321,89780,3
MESH:D001321,3396,3
MESH:D001321,3802,3
MESH:D001321,158038,3
MESH:D001321,253980,3
MESH:D001321,2066,3
MESH:D001321,4774,3
MESH:D001321,350,3
MESH:D001321,6722,3
MESH:D001321,6351,3
MESH:D001321,27245,3
MESH:D001321,1506,3
MESH:D001321,5097,3
MESH:D001321,358,3
MESH:D001321,81704,3
MESH:D001321,7528,3
MESH:D001321,4012,3
MESH:D001321,1879,3
MESH:D001321,55669,3
MESH:D001321,10059,3
MESH:D001321,51024,3
MESH:D001321,6405,3
MESH:D001321,22854,3
MESH:D001321,285175,3
MESH:D001321,9181,3
MESH:D001321,5817,3
MESH:D001321,161357,3
MESH:D001321,56666,3
MESH:D001321,5621,3
MESH:D001321,5354,3
MESH:D001321,89782,3
MESH:D001321,7681,3
MESH:D001321,183,3
MESH:D001321,2597,3
MESH:D001321,6770,3
MESH:D001321,2521,3
MESH:D001321,174,3
MESH:D001321,2561,3
MESH:D001321,10011,3
MESH:D001321,885,3
MESH:D001321,261726,3
MESH:D001321,23263,3
MESH:D001321,10055,3
MESH:D001321,3645,3
MESH:D001321,5328,3
MESH:D001321,4520,3
MESH:D001321,2019,3
MESH:D001321,3746,3
MESH:D001321,1439,3
MESH:D001321,5256,3
MESH:D001321,2564,3
MESH:D001321,4314,3
MESH:D001321,1453,3
MESH:D001321,30009,3
MESH:D001321,9402,3
MESH:D001321,9048,3
MESH:D001321,6295,1
MESH:D001321,2051,1
MESH:D001321,6817,1
MESH:D001321,6658,1
MESH:D001321,3992,1
MESH:D001321,11346,1
MESH:D001321,54953,1
MESH:D001321,6199,1
MESH:D001321,56616,1
MESH:D001321,9958,1
